Orthogroup	Amblyomma_aureolatum	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0006331	sp|Q9CR73|PNRC2_MOUSE				sp|Q66KH8|PNC2A_XENLA
OG0006332	sp|Q7ZV79|UCK2B_DANRE				sp|Q7ZV79|UCK2B_DANRE
OG0006333	sp|Q8K3H0|DP13A_MOUSE				sp|Q8K3H0|DP13A_MOUSE
OG0006334	sp|Q9VXE5|PAKM_DROME				sp|Q9VXE5|PAKM_DROME
OG0006335	sp|Q67XX3|FB252_ARATH				sp|Q67XX3|FB252_ARATH
OG0006336	sp|Q04173|GDS1_BOVIN	tr|B7P924|B7P924_IXOSC			
OG0006337	sp|Q8TBP0|TBC16_HUMAN				sp|Q8TBP0|TBC16_HUMAN
OG0006338	sp|Q9Y6Y1|CMTA1_HUMAN	tr|B7PLX7|B7PLX7_IXOSC			
OG0006339	sp|Q9ESL4|M3K20_MOUSE	tr|L7LUC4|L7LUC4_RHIPC			
OG0006340	sp|O75689|ADAP1_HUMAN	tr|L7MFH5|L7MFH5_RHIPC			
OG0006341	sp|P37236|FREQ_DROME				sp|P37236|FREQ_DROME
OG0006342	sp|Q9H4A3|WNK1_HUMAN				sp|Q9H4A3|WNK1_HUMAN
OG0006343	sp|A5GFW1|AURKA_PIG	tr|W0FYJ2|W0FYJ2_RHIMP			
OG0006344	sp|Q6XZF7|DNMBP_HUMAN	tr|B7PUD5|B7PUD5_IXOSC			
OG0006345	sp|Q9Y6T7|DGKB_HUMAN	tr|L7LX12|L7LX12_RHIPC			
OG0006346	sp|Q8C9S4|CC186_MOUSE				sp|Q8C9S4|CC186_MOUSE
OG0006347	sp|Q13464|ROCK1_HUMAN	tr|L7MGB7|L7MGB7_RHIPC			
OG0006348	sp|Q70E73|RAPH1_HUMAN	tr|L7M7E1|L7M7E1_RHIPC			
OG0006349	sp|Q9NFZ3|GBGE_DROME	tr|L7MH07|L7MH07_RHIPC			
OG0006350	sp|O15013|ARHGA_HUMAN	tr|B7QKY6|B7QKY6_IXOSC			
OG0006351	sp|P43450|CDK2_CARAU	tr|L7M2B0|L7M2B0_RHIPC			
OG0006352	sp|Q6P5E8|DGKQ_MOUSE	tr|B7PG26|B7PG26_IXOSC			
OG0006353	sp|Q9BZF1|OSBL8_HUMAN	tr|V5HB87|V5HB87_IXORI			
OG0006354	sp|D3ZSZ3|NLK_RAT	tr|B7PH45|B7PH45_IXOSC			
OG0006355	sp|Q58CX2|FAKD3_BOVIN				sp|Q58CX2|FAKD3_BOVIN
OG0006356	sp|Q7TN79|AKA7G_MOUSE				sp|Q9P0M2|AKA7G_HUMAN
OG0006357	sp|Q28GW8|MELK_XENTR	tr|B7PPU6|B7PPU6_IXOSC			
OG0006358	sp|Q9TXJ0|CMK1_CAEEL			sp|Q9TXJ0|CMK1_CAEEL	
OG0006359	sp|Q568K2|PP1RB_DANRE				sp|Q568K2|PP1RB_DANRE
OG0006360	sp|Q12955|ANK3_HUMAN				sp|Q12955|ANK3_HUMAN
OG0006361	sp|Q8BXN7|PPM1K_MOUSE				sp|Q8BXN7|PPM1K_MOUSE
OG0006362	sp|Q1LY51|ZN704_DANRE				sp|Q6DFC8|ZN395_XENLA
OG0006363	sp|Q8BIZ6|SNIP1_MOUSE				sp|Q5M9G6|SNIP1_RAT
OG0006364	sp|Q9VY77|AJUBA_DROME				sp|Q9VY77|AJUBA_DROME
OG0006365	sp|P22449|HNF4A_RAT	tr|B7PX94|B7PX94_IXOSC			
OG0006366	sp|P27600|GNA12_MOUSE				sp|P27600|GNA12_MOUSE
OG0006367	sp|Q8VDU0|GPSM2_MOUSE				sp|P81274|GPSM2_HUMAN
OG0006368	sp|P41044|CAB32_DROME	tr|G3MFB9|G3MFB9_AMBMU			
OG0006369	sp|Q80YR7|CLSPN_MOUSE	tr|L7MK26|L7MK26_RHIPC			
OG0006370	sp|Q6PAJ1|BCR_MOUSE	tr|L7M3J3|L7M3J3_RHIPC			
OG0006371	sp|P38040|GBG1_DROME	tr|L7MJ17|L7MJ17_RHIPC			
OG0006372	sp|Q14872|MTF1_HUMAN				sp|Q14872|MTF1_HUMAN
OG0006373	sp|Q6PD31|TRAK1_MOUSE				sp|Q9UPV9|TRAK1_HUMAN
OG0006374	sp|Q9JLQ2|GIT2_MOUSE				sp|Q9JLQ2|GIT2_MOUSE
OG0006375	sp|P00528|SRC64_DROME	tr|L7M6T6|L7M6T6_RHIPC			
OG0006376	sp|Q9P2J9|PDP2_HUMAN				sp|Q9P0J1|PDP1_HUMAN
OG0006377	sp|Q8C0T5|SI1L1_MOUSE, sp|Q9P2F8|SI1L2_HUMAN				
OG0006378	sp|O18023|IGDB2_CAEEL				sp|O18023|IGDB2_CAEEL
OG0006379	sp|P54729|NUB1_MOUSE				sp|Q9Y5A7|NUB1_HUMAN
OG0006380	sp|Q6P3W7|SCYL2_HUMAN				sp|Q6P3W7|SCYL2_HUMAN
OG0006381	sp|Q08AW4|PKHM3_XENLA				sp|Q08AW4|PKHM3_XENLA
OG0006382	sp|Q2KHR2|RFX7_HUMAN	tr|L7M9A6|L7M9A6_RHIPC			
OG0006383	sp|Q6PK04|CC137_HUMAN				sp|Q8R0K4|CC137_MOUSE
OG0006384	sp|Q60695|RGL1_MOUSE				sp|Q9NZL6|RGL1_HUMAN
OG0006385	sp|Q9Y2I1|NISCH_HUMAN				sp|Q80TM9|NISCH_MOUSE
OG0006386	sp|Q9P2N6|KANL3_HUMAN				sp|A2RSY1|KANL3_MOUSE
OG0006387	sp|Q8K1J5|SDE2_MOUSE	tr|A0A023FS82|A0A023FS82_AMBCJ			
OG0006388	sp|Q5RFI6|FAKD5_PONAB				sp|Q5RFI6|FAKD5_PONAB
OG0006389	sp|Q5BK48|TTC5_RAT	tr|A0A023GK74|A0A023GK74_AMBTT			
OG0006390	sp|P57760|STK16_RAT	tr|L7M916|L7M916_RHIPC			
OG0006391	sp|Q9V3J8|WDS_DROME	tr|L7MDB8|L7MDB8_RHIPC			
OG0006392	sp|Q99K90|TAB2_MOUSE				sp|Q5U303|TAB2_RAT
OG0006393	sp|Q8HYW0|FA13A_BOVIN				sp|Q8HYW0|FA13A_BOVIN
OG0006394	sp|O43572|AKA10_HUMAN				sp|O88845|AKA10_MOUSE
OG0006395	sp|P35992|PTP10_DROME	tr|B7QDJ6|B7QDJ6_IXOSC			
OG0006396	sp|P70451|FER_MOUSE	tr|V5IJ18|V5IJ18_IXORI			
OG0006397	sp|O43071|PRP17_SCHPO				sp|O43071|PRP17_SCHPO
OG0006398	sp|Q5R6K8|PP4C_PONAB	tr|L7M806|L7M806_RHIPC			
OG0006399	sp|Q9W2U4|PP4R2_DROME				sp|Q9W2U4|PP4R2_DROME
OG0006400	sp|P13816|GARP_PLAFF			sp|P13816|GARP_PLAFF	
OG0006401	sp|Q6IFT4|RHG20_MOUSE				sp|Q9P2F6|RHG20_HUMAN
OG0006402	sp|P60517|GBRAP_RAT	tr|L7M3I5|L7M3I5_RHIPC			
OG0006403	sp|Q14596|NBR1_HUMAN				sp|Q14596|NBR1_HUMAN
OG0006404	sp|Q8VCM3|ZFY21_MOUSE				sp|Q8VCM3|ZFY21_MOUSE
OG0006405	sp|Q9BQS2|SYT15_HUMAN				sp|Q9BQS2|SYT15_HUMAN
OG0006406	sp|P85798|PROH1_APIME	tr|B7P1Q1|B7P1Q1_IXOSC			
OG0006407	sp|Q7Z020|TRPA1_DROME	tr|B7Q546|B7Q546_IXOSC			
OG0006408	sp|Q9U6A0|NCKX_DROME	tr|L7MLI4|L7MLI4_RHIPC			
OG0006409	sp|Q9UBS5|GABR1_HUMAN	tr|B7Q273|B7Q273_IXOSC			
OG0006410	sp|Q14643|ITPR1_HUMAN	tr|B7QKP6|B7QKP6_IXOSC			
OG0006411	sp|Q07553|GCY3E_DROME	tr|B7Q3N4|B7Q3N4_IXOSC			
OG0006412	sp|P27041|AVR2B_XENLA	tr|L7MDV5|L7MDV5_RHIPC			
OG0006413	sp|Q96DD7|SHSA4_HUMAN				sp|Q96DD7|SHSA4_HUMAN
OG0006414	sp|P21997|SSGP_VOLCA			sp|P21997|SSGP_VOLCA	
OG0006415	sp|Q9V4A7|PLXB_DROME	tr|B7Q5X1|B7Q5X1_IXOSC			
OG0006416	sp|Q9W4C5|NAAT1_DROME				sp|B4MEG2|NAAT1_DROVI
OG0006417	sp|B4LZB5|NMDA1_DROVI	tr|B7Q9Z1|B7Q9Z1_IXOSC			
OG0006418	sp|Q18297|TRPA1_CAEEL	tr|A0A023GEV4|A0A023GEV4_AMBTT			
OG0006419	sp|O01382|DRICE_DROME				sp|P89116|CASP1_SPOFR
OG0006420	sp|Q8N8D1|PDCD7_HUMAN				sp|Q9WTY1|PDCD7_MOUSE
OG0006421	sp|Q641G3|CCAR1_XENLA	tr|B7QIS5|B7QIS5_IXOSC			
OG0006422	sp|O74733|CFT1_SCHPO, sp|Q7SEY2|CFT1_NEUCR				
OG0006423	sp|Q8HYZ0|BAMBI_SHEEP				sp|Q9D0L6|BAMBI_MOUSE
OG0006424	sp|Q5W7F1|ASAH2_DANRE	tr|L7LYJ7|L7LYJ7_RHIPC			
OG0006425	sp|P0CY46|EGFR_APIME	tr|V5IHN2|V5IHN2_IXORI			
OG0006426	sp|P14207|FOLR2_HUMAN				sp|P41439|FOLR3_HUMAN
OG0006427	sp|Q32L50|SBSPO_BOVIN	tr|B7PBG4|B7PBG4_IXOSC			
OG0006428	sp|P85831|PROH4_APIME	tr|B7P858|B7P858_IXOSC			
OG0006429	sp|P0CJ14|VP302_LYCMC				sp|P0CJ14|VP302_LYCMC
OG0006430	sp|A0JM12|MEG10_XENTR				sp|A0JM12|MEG10_XENTR
OG0006431	sp|A1D9I5|TOF1_NEOFI, sp|Q6BPI8|TOF1_DEBHA				
OG0006432	sp|Q9H5L6|THAP9_HUMAN				sp|Q9H5L6|THAP9_HUMAN
OG0006433	sp|Q8I7P9|POL5_DROME				sp|Q8I7P9|POL5_DROME
OG0006434	sp|P20783|NTF3_HUMAN, sp|Q3HXY2|NGFV2_PSEAU				
OG0006435	sp|P10394|POL4_DROME				sp|P10394|POL4_DROME
OG0006436	sp|Q0C3M1|RNH_HYPNA, sp|Q83GM3|RNH_TROWT				
OG0006437	sp|Q5ZHN5|THAP5_CHICK				sp|Q4R7M0|THAP5_MACFA
OG0006438	sp|P23393|T112_STRAL, sp|Q00462|T702_MICDP				
OG0006439	sp|P45125|UVRB_HAEIN			sp|A6M2Z0|UVRB_CLOB8	
OG0006440	sp|Q6ZMW2|ZN782_HUMAN				sp|Q6ZMW2|ZN782_HUMAN
OG0006441	sp|A4QLZ3|TI214_NASOF, sp|Q06FP6|TI214_PELHO				
OG0006442	sp|Q14147|DHX34_HUMAN				sp|Q9DBV3|DHX34_MOUSE
OG0006443	sp|B5XLD8|UVRC_STRPZ, sp|C6E9G2|UVRC_GEOSM				
OG0006444	sp|O60290|ZN862_HUMAN				sp|O60290|ZN862_HUMAN
OG0006445	sp|P38795|NADE_YEAST	tr|B7PJF6|B7PJF6_IXOSC			
OG0006446	sp|Q8CFL8|ZSWM3_MOUSE, sp|Q96MP5|ZSWM3_HUMAN				
OG0006447	sp|P24447|AN_HHV6U, sp|Q6S6S2|AN_EHV1V				
OG0006448	sp|P45972|ZTF17_CAEEL				sp|P45972|ZTF17_CAEEL
OG0006449	sp|P10076|ZFP26_MOUSE				sp|P10076|ZFP26_MOUSE
OG0006450	sp|P18729|ZG57_XENLA				sp|P18729|ZG57_XENLA
OG0006451	sp|A8MQ14|ZN850_HUMAN				sp|A8MQ14|ZN850_HUMAN
OG0006452	sp|Q9HCD6|TANC2_HUMAN				sp|Q9HCD6|TANC2_HUMAN
OG0006453	sp|A2CE44|ZXDB_MOUSE				sp|Q8C8V1|ZXDC_MOUSE
OG0006454	sp|P18165|LORI_MOUSE			sp|P18165|LORI_MOUSE	
OG0006455	sp|O94481|TFC5_SCHPO	tr|V5HPI0|V5HPI0_IXORI			
OG0006456	sp|Q26263|DPN_DROME				sp|Q26263|DPN_DROME
OG0006457	sp|Q16600|ZN239_HUMAN				sp|Q16600|ZN239_HUMAN
OG0006458	sp|Q64322|NPDC1_MOUSE				sp|Q9NQX5|NPDC1_HUMAN
OG0006459	sp|Q9D6Z0|ALKB7_MOUSE				sp|Q9D6Z0|ALKB7_MOUSE
OG0006460	sp|Q8IMA8|PANG2_DROME	tr|V5GV07|V5GV07_IXORI			
OG0006461	sp|Q96RK0|CIC_HUMAN				sp|Q924A2|CIC_MOUSE
OG0006462	sp|Q5R6L1|PKNX2_PONAB	tr|G3MJ77|G3MJ77_AMBMU			
OG0006463	sp|P51960|MYBA_MOUSE	tr|V5HA63|V5HA63_IXORI			
OG0006464	sp|Q92010|ZBT14_CHICK				sp|Q92010|ZBT14_CHICK
OG0006465	sp|Q5ZKH0|TF2H5_CHICK	tr|L7M5K2|L7M5K2_RHIPC			
OG0006466	sp|Q9Y5Q9|TF3C3_HUMAN				sp|Q9Y5Q9|TF3C3_HUMAN
OG0006467	sp|P18576|NFYA_RAT				sp|Q5E9S2|NFYA_BOVIN
OG0006468	sp|P41156|ETS1_RAT	tr|B7P0X0|B7P0X0_IXOSC			
OG0006469	sp|Q9NP71|MLXPL_HUMAN				sp|Q9NP71|MLXPL_HUMAN
OG0006470	sp|Q3UHQ6|DOP2_MOUSE	tr|B7PZN7|B7PZN7_IXOSC			
OG0006471	sp|Q8MJ98|FOXP2_PONPY	tr|L7M7L5|L7M7L5_RHIPC			
OG0006472	sp|Q3B725|ZBT24_RAT, sp|Q80X44|ZBT24_MOUSE				
OG0006473	sp|Q9BT81|SOX7_HUMAN				sp|Q3KQ35|S17AA_XENLA
OG0006474	sp|Q8N187|CARTF_HUMAN				sp|Q8VHI4|CARTF_MOUSE
OG0006475	sp|Q58FA4|E2F8_MOUSE				sp|Q58FA4|E2F8_MOUSE
OG0006476	sp|P17842|TF3A_XENBO				sp|P03001|TF3A_XENLA
OG0006477	sp|Q14494|NF2L1_HUMAN				sp|Q5ZL67|NF2L1_CHICK
OG0006478	sp|Q8MJD6|HOP_PIG				sp|Q8MJD6|HOP_PIG
OG0006479	sp|Q6PGE4|ZF316_MOUSE				sp|Q6PGE4|ZF316_MOUSE
OG0006480	sp|Q07120|GFI1_RAT	tr|B7Q9J8|B7Q9J8_IXOSC			
OG0006481	sp|O14770|MEIS2_HUMAN	tr|L7MCI4|L7MCI4_RHIPC			
OG0006482	sp|P28284|ICP0_HHV2H, sp|P29128|ICP0_BHV1J				
OG0006483	sp|Q502M5|EDC3_DANRE				sp|Q502M5|EDC3_DANRE
OG0006484	sp|P43301|EGR3_RAT				sp|A4II20|EGR1_XENTR
OG0006485	sp|O43435|TBX1_HUMAN	tr|B7PW02|B7PW02_IXOSC			
OG0006486	sp|Q4KM79|DUS11_RAT				sp|O75319|DUS11_HUMAN
OG0006487	sp|Q5TYW1|ZN658_HUMAN				sp|Q5TYW1|ZN658_HUMAN
OG0006488	sp|Q4QR03|MD31A_XENLA				sp|Q28FE2|MED31_XENTR
OG0006489	sp|Q13395|TARB1_HUMAN	tr|L7MGU6|L7MGU6_RHIPC			
OG0006490	sp|P57722|PCBP3_MOUSE	tr|L7MJZ7|L7MJZ7_RHIPC			
OG0006491	sp|Q7ZYA2|TAF8_XENLA				sp|Q7ZYA2|TAF8_XENLA
OG0006492	sp|Q6IQ63|MED6_DANRE				sp|Q7Q107|MED6_ANOGA
OG0006493	sp|O14981|BTAF1_HUMAN	tr|L7MJD5|L7MJD5_RHIPC			
OG0006494	sp|Q9CYC6|DCP2_MOUSE				sp|Q9CYC6|DCP2_MOUSE
OG0006495	sp|Q9BTL3|RAMAC_HUMAN			sp|Q28HC9|RAMAC_XENTR	
OG0006496	sp|P52746|ZN142_HUMAN				sp|P52746|ZN142_HUMAN
OG0006497	sp|Q3T138|BOLA1_BOVIN				sp|Q9Y3E2|BOLA1_HUMAN
OG0006498	sp|Q9VC49|RPAB5_DROME	tr|B7Q8S0|B7Q8S0_IXOSC			
OG0006499	sp|Q7T3H7|MED18_DANRE				sp|Q9BUE0|MED18_HUMAN
OG0006500	sp|A9JR78|TONSL_DANRE, sp|Q9VSA4|TONSL_DROME				
OG0006501	sp|Q9D2C6|RPC8_MOUSE				sp|Q9Y535|RPC8_HUMAN
OG0006502	sp|Q05AT9|U1SBP_XENLA				sp|Q4KMD3|U1SBP_DANRE
OG0006503	sp|Q5XIA4|CNO10_RAT				sp|Q5ZIW2|CNO10_CHICK
OG0006504	sp|Q80W37|SPN1_MOUSE				sp|Q68FP5|SPN1_RAT
OG0006505	sp|Q9C0G0|ZN407_HUMAN				sp|Q9C0G0|ZN407_HUMAN
OG0006506	sp|Q9VHY5|TAF7_DROME	tr|L7M899|L7M899_RHIPC			
OG0006507	sp|Q8CFK2|TF3B_MOUSE	tr|B7Q833|B7Q833_IXOSC			
OG0006508	sp|Q8TGM7|ART2_YEAST	tr|G3MQT2|G3MQT2_AMBMU			
OG0006509	sp|O45211|TBP_BOMMO				sp|P53361|TBP_SPOFR
OG0006510	sp|Q4R7N3|ADAT1_MACFA				sp|Q28FE8|ADAT1_XENTR
OG0006511	sp|Q6NRV8|R111B_XENLA				sp|Q6ZSG1|RN165_HUMAN
OG0006512	sp|Q5ZLM0|CDC73_CHICK				sp|Q5ZLM0|CDC73_CHICK
OG0006513	sp|Q5R628|LSM5_PONAB	tr|L7M321|L7M321_RHIPC			
OG0006514	sp|Q01033|VG48_SHV21			sp|Q01033|VG48_SHV21	
OG0006515	sp|Q6PHG8|RPA43_DANRE				sp|Q6PHG8|RPA43_DANRE
OG0006516	sp|Q08705|CTCF_CHICK				sp|Q08705|CTCF_CHICK
OG0006517	sp|Q9NQS7|INCE_HUMAN	tr|L7LX83|L7LX83_RHIPC			
OG0006518	sp|P53803|RPAB4_HUMAN	tr|G3MNC0|G3MNC0_AMBMU			
OG0006519	sp|Q5ZL98|RPC1_CHICK				sp|Q5ZL98|RPC1_CHICK
OG0006520	sp|Q7ZVS8|CMTR2_DANRE				sp|Q8IYT2|CMTR2_HUMAN
OG0006521	sp|Q5ZLY0|PHAX_CHICK	tr|L7MG72|L7MG72_RHIPC			
OG0006522	sp|P25823|TUD_DROME				sp|P25823|TUD_DROME
OG0006523	sp|O75529|TAF5L_HUMAN				sp|O75529|TAF5L_HUMAN
OG0006524	sp|Q6ZPZ3|ZC3H4_MOUSE				sp|P61129|ZC3H6_HUMAN
OG0006525	sp|A5D7C1|DDX52_BOVIN				sp|Q9Y2R4|DDX52_HUMAN
OG0006526	sp|Q8IY37|DHX37_HUMAN				sp|Q8IY37|DHX37_HUMAN
OG0006527	sp|Q6DRI7|DDX51_DANRE				sp|Q6DRI7|DDX51_DANRE
OG0006528	sp|P83941|ELOC_RAT	tr|L7MLR1|L7MLR1_RHIPC			
OG0006529	sp|Q14684|RRP1B_HUMAN				sp|Q14684|RRP1B_HUMAN
OG0006530	sp|Q16533|SNPC1_HUMAN				sp|Q4R6W9|SNPC1_MACFA
OG0006531	sp|Q60668|HNRPD_MOUSE				sp|Q640A2|HNRDL_XENTR
OG0006532	sp|Q5R9U8|MTEF1_PONAB, sp|Q8BKY8|MTEF2_MOUSE				
OG0006533	sp|Q8I948|ACN1_ACAGO			sp|Q8I948|ACN1_ACAGO	
OG0006534	sp|Q6A4L1|S12A8_XENLA				sp|Q6A4L1|S12A8_XENLA
OG0006535	sp|Q9JMA9|S6A14_MOUSE	tr|B7QKT1|B7QKT1_IXOSC			
OG0006536	sp|Q5M8L8|HVCN1_XENTR	tr|B7QIB4|B7QIB4_IXOSC			
OG0006537	sp|Q28181|CNGB1_BOVIN	tr|B7QLT8|B7QLT8_IXOSC			
OG0006538	sp|Q9D173|TOM7_MOUSE	tr|G3MRJ7|G3MRJ7_AMBMU			
OG0006539	sp|Q99595|TI17A_HUMAN	tr|L7M470|L7M470_RHIPC			
OG0006540	sp|Q3ZMH1|SC5A8_DANRE				sp|Q3ZMH1|SC5A8_DANRE
OG0006541	sp|G5E8K6|MOT6_MOUSE				sp|O15375|MOT6_HUMAN
OG0006542	sp|P17972|KCNAW_DROME	tr|L7MA26|L7MA26_RHIPC			
OG0006543	sp|Q94526|ORK1_DROME				sp|Q94526|ORK1_DROME
OG0006544	sp|Q6IWH7|ANO7_HUMAN				sp|Q6IWH7|ANO7_HUMAN
OG0006545	sp|O70247|SC5A6_RAT				sp|O70247|SC5A6_RAT
OG0006546	sp|P20107|ZRC1_YEAST				sp|P20107|ZRC1_YEAST
OG0006547	sp|O60669|MOT2_HUMAN				sp|O60669|MOT2_HUMAN
OG0006548	sp|Q9CR22|TMM42_MOUSE				sp|Q9CR22|TMM42_MOUSE
OG0006549	sp|Q8BXR5|NALCN_MOUSE	tr|B7PJB1|B7PJB1_IXOSC			
OG0006550	sp|Q5BK13|TM199_RAT				sp|Q8N511|TM199_HUMAN
OG0006551	sp|A8KBL5|S38AB_DANRE	tr|B7PUT3|B7PUT3_IXOSC			
OG0006552	sp|Q96ES6|MFSD3_HUMAN	tr|L7ML62|L7ML62_RHIPC			
OG0006553	sp|Q9VR07|INE_DROME				sp|Q9VR07|INE_DROME
OG0006554	sp|P51906|EAA3_MOUSE				sp|P31597|EAA3_RABIT
OG0006555	sp|Q8NHS3|MFSD8_HUMAN				sp|Q0VA82|MFSD8_DANRE
OG0006556	sp|P98194|AT2C1_HUMAN				sp|P98194|AT2C1_HUMAN
OG0006557	sp|Q9H490|PIGU_HUMAN	tr|L7LSV8|L7LSV8_RHIPC			
OG0006558	sp|Q5PR34|CTR2_DANRE	tr|L7M1X9|L7M1X9_RHIPC			
OG0006559	sp|P98199|AT8B2_MOUSE	tr|L7LUF6|L7LUF6_RHIPC			
OG0006560	sp|A2BFP5|S12A9_DANRE	tr|L7MHE0|L7MHE0_RHIPC			
OG0006561	sp|Q06106|MRD1_YEAST, sp|Q6FXP4|MRD1_CANGA				
OG0006562	sp|Q5Z8L1|RFA2C_ORYSJ, sp|Q6H7J5|RFA2B_ORYSJ				
OG0006563	sp|Q02455|MLP1_YEAST			sp|P40457|MLP2_YEAST	
OG0006564	sp|P06579|TRBM_BOVIN	tr|B7PP87|B7PP87_IXOSC			
OG0006565	sp|A5A6M3|RBMX_PANTR, sp|P0C8Z4|RMXL3_PANTR				
OG0006566	sp|Q00805|GIL_DROME	tr|B7PF30|B7PF30_IXOSC			
OG0006567	sp|P13709|FSH_DROME				sp|P13709|FSH_DROME
OG0006568	sp|Q08378|GOGA3_HUMAN				sp|P55937|GOGA3_MOUSE
OG0006569	sp|Q8CFM6|STAB2_RAT			sp|Q8R4U0|STAB2_MOUSE	
OG0006570	sp|Q9VJ62|NAF1_DROME				sp|Q52KK4|NAF1_RAT
OG0006571	sp|Q8IVB5|LIX1L_HUMAN	tr|V5HG62|V5HG62_IXORI			
OG0006572	sp|Q6DC53|CTU2_DANRE	tr|V5H3Q8|V5H3Q8_IXORI			
OG0006573	sp|F1NNL1|TM231_CHICK				sp|F7B645|TM231_XENTR
OG0006574	sp|Q58DC2|DCAF4_BOVIN				sp|Q8WV16|DCAF4_HUMAN
OG0006575	sp|Q7S055|ATG11_NEUCR			sp|Q5B993|ATG11_EMENI	
OG0006576	sp|Q9P2D6|F135A_HUMAN	tr|L7ME49|L7ME49_RHIPC			
OG0006577	sp|Q5M8K8|IFT22_XENTR	tr|A0A023GF79|A0A023GF79_AMBTT			
OG0006578	sp|Q8BZ97|PRDM8_MOUSE	tr|B7Q1C0|B7Q1C0_IXOSC			
OG0006579	sp|A3M0F4|CTU2_PICST, sp|A5DAK5|CTU2_PICGU				
OG0006580	sp|Q90WZ0|IF20A_XENLA				sp|Q90WZ0|IF20A_XENLA
OG0006581	sp|Q6AI12|ANR40_HUMAN	tr|V5HU84|V5HU84_IXORI			
OG0006582	sp|Q5RKJ0|F110C_RAT, sp|Q8VE94|F110C_MOUSE				
OG0006583	sp|B5XBI1|IF43A_SALSA			sp|E2QSX5|IFT43_CANLF	
OG0006584	sp|Q8CHI8|EP400_MOUSE				sp|Q96L91|EP400_HUMAN
OG0006585	sp|Q66K64|DCA15_HUMAN				sp|A2BDA5|DCA15_XENLA
OG0006586	sp|Q9P267|MBD5_HUMAN				sp|Q9P267|MBD5_HUMAN
OG0006587	sp|Q6AY71|CH037_RAT	tr|G3MNW2|G3MNW2_AMBMU			
OG0006588	sp|P58467|SETD4_MOUSE	tr|B7PZP0|B7PZP0_IXOSC			
OG0006589	sp|O61366|GPRS_DROME	tr|B7Q6B9|B7Q6B9_IXOSC			
OG0006590	sp|B5X3I1|WASC3_SALSA				sp|Q9CR27|WASC3_MOUSE
OG0006591	sp|Q8BUZ1|ABRA_MOUSE	tr|B7PD85|B7PD85_IXOSC			
OG0006592	sp|P22934|TNR1A_RAT, sp|P25118|TNR1A_MOUSE				
OG0006593	sp|Q5ZJT1|HMCES_CHICK				sp|Q6IND6|HMCES_XENLA
OG0006594	sp|Q5HZ92|CPTP_XENLA	tr|L7MCC2|L7MCC2_RHIPC			
OG0006595	sp|Q6P6J4|ALKB2_MOUSE				sp|Q6P6J4|ALKB2_MOUSE
OG0006596	sp|A6S3E0|SSH4_BOTFB, sp|Q8NCJ5|SPRY3_HUMAN				
OG0006597	sp|A6NM11|L37A2_HUMAN, sp|O60309|L37A3_HUMAN				
OG0006598	sp|Q7ZX22|WDR24_XENLA	tr|L7M0W6|L7M0W6_RHIPC			
OG0006599	sp|Q0P410|SAMTR_DANRE				sp|Q66J91|SAMTR_XENLA
OG0006600	sp|Q2KI89|ARMC9_BOVIN	tr|L7LYP7|L7LYP7_RHIPC			
OG0006601	sp|P0DJH7|CENPX_CHICK				sp|Q8C4X1|CENPX_MOUSE
OG0006602	sp|Q9Y6G5|COMDA_HUMAN				sp|Q9Y6G5|COMDA_HUMAN
OG0006603	sp|Q5U201|AMN1_RAT				sp|Q5U201|AMN1_RAT
OG0006604	sp|O95947|TBX6_HUMAN, sp|P79779|TBX6L_CHICK				
OG0006605	sp|A6NJZ7|RIM3C_HUMAN	tr|L7MEE0|L7MEE0_RHIPC			
OG0006606	sp|Q3SZT7|CDC26_BOVIN	tr|F0JA48|F0JA48_AMBVA			
OG0006607	sp|C6Y4C1|PT117_SCHPO	tr|A0A023G0S1|A0A023G0S1_AMBPA			
OG0006608	sp|Q14678|KANK1_HUMAN				sp|Q14678|KANK1_HUMAN
OG0006609	sp|Q03755|CUT1_CAEEL				sp|Q03755|CUT1_CAEEL
OG0006610	sp|Q6P3S6|FBX42_HUMAN	tr|B7PTZ9|B7PTZ9_IXOSC			
OG0006611	sp|P24647|IE2_NPVAC, sp|Q8QME4|VIE2_NPVCF				
OG0006612	sp|Q9Y3M9|ZN337_HUMAN				sp|Q9Y3M9|ZN337_HUMAN
OG0006613	sp|Q8WYQ5|DGCR8_HUMAN	tr|V5HAA0|V5HAA0_IXORI			
OG0006614	sp|A2VDY4|HPF1_BOVIN	tr|L7LUW0|L7LUW0_RHIPC			
OG0006615	sp|Q32NR9|FRITZ_XENLA	tr|B7QG96|B7QG96_IXOSC			
OG0006616	sp|Q8R507|FKTN_MOUSE				sp|Q8R507|FKTN_MOUSE
OG0006617	sp|Q5R6N0|SVIP_PONAB				sp|Q5R6N0|SVIP_PONAB
OG0006618	sp|P0AF48|YJBQ_ECOLI				sp|P0AF48|YJBQ_ECOLI
OG0006619	sp|Q6DJG6|BABA1_XENLA				sp|Q6DJG6|BABA1_XENLA
OG0006620	sp|Q9Y2V0|CDIN1_HUMAN				sp|Q28HL3|CDIN1_XENTR
OG0006621	sp|Q7TSV3|ZMY19_RAT				sp|Q7TSV3|ZMY19_RAT
