Uniprot ID,Cluster ID
B7PZL2,UniRef90_B7PZL2
B7PZM0,UniRef90_B7PZM0
B7PZM7,UniRef90_B7PZM7
B7PZN0,UniRef90_B7PZN0
B7PZN4,UniRef90_B7PZN4
B7PZN7,UniRef90_B7PZN7
B7PZN8,UniRef90_B7PZN8
B7PZP0,UniRef90_B7PZP0
B7PZP3,UniRef90_B7PZP3
B7PZP4,UniRef90_B7PZP4
B7PZP8,UniRef90_B7PZP8
B7PZQ4,UniRef90_B7PZQ4
B7PZQ6,UniRef90_B7PZQ6
B7PZR6,UniRef90_B7PZR6
B7PZS0,UniRef90_B7PZS0
B7PZS4,UniRef90_B7PZS4
B7PZS8,UniRef90_B7PZS8
B7PZT0,UniRef90_B7PZT0
B7PZT6,UniRef90_B7PZT6
B7PZT7,UniRef90_B7PZT7
B7PZU0,UniRef90_B7PZU1
B7PZU8,UniRef90_B7PZU8
B7PZV0,UniRef90_B7PZV0
B7PZV3,UniRef90_B7PZV3
B7PZW0,UniRef90_B7PZW0
B7PZW4,UniRef90_B7PZW4
B7PZW8,UniRef90_B7PZW8
B7PZW9,UniRef90_B7PZW9
B7PZY7,UniRef90_B7PZY7
B7PZZ1,UniRef90_B7PZZ1
B7PZZ9,UniRef90_B7PZZ9
B7Q004,UniRef90_B7Q004
B7Q015,UniRef90_B7Q015
B7Q022,UniRef90_B7Q022
B7Q030,UniRef90_B7Q030
B7Q034,UniRef90_B7Q034
B7Q041,UniRef90_B7Q041
B7Q043,UniRef90_B7Q043
B7Q046,UniRef90_B7Q046
B7Q056,UniRef90_B7Q056
B7Q057,UniRef90_B7Q057
B7Q065,UniRef90_B7Q065
B7Q077,UniRef90_B7Q077
B7Q086,UniRef90_B7Q086
B7Q087,UniRef90_B7Q087
B7Q091,UniRef90_B7Q091
B7Q093,UniRef90_B7Q093
B7Q0A3,UniRef90_B7Q0A3
B7Q0B4,UniRef90_B7Q0B4
B7Q0C4,UniRef90_B7Q0C4
B7Q0E3,UniRef90_B7Q0E3
B7Q0E7,UniRef90_B7Q0E7
B7Q0F7,UniRef90_B7Q0F7
B7Q0G3,UniRef90_B7Q0G3
B7Q0G4,UniRef90_B7Q0G4
B7Q0H3,UniRef90_B7Q0H3
B7Q0H4,UniRef90_B7Q0H4
B7Q0I0,UniRef90_B7Q0I0
B7Q0I3,UniRef90_B7Q0I3
B7Q0I7,UniRef90_B7Q0I7
B7Q0K6,UniRef90_B7Q0K6
B7Q0K7,UniRef90_B7Q0K7
B7Q0L3,UniRef90_B7Q0L3
B7Q0L4,UniRef90_B7Q0L4
B7Q0M2,UniRef90_B7Q0M2
B7Q0M3,UniRef90_B7Q0M3
B7Q0M8,UniRef90_B7Q0M8
B7Q0N0,UniRef90_B7Q0N0
B7Q0N8,UniRef90_B7Q0N8
B7Q0P3,UniRef90_B7Q0P3
B7Q0Q9,UniRef90_B7Q0Q9
B7Q0S1,UniRef90_B7Q0S1
B7Q0S4,UniRef90_B7Q0S4
B7Q0S6,UniRef90_V5HIJ5
B7Q0S7,UniRef90_B7Q0S7
B7Q0T5,UniRef90_B7Q0T5
B7Q0T9,UniRef90_B7Q0T9
B7Q0U8,UniRef90_B7Q0U8
B7Q0V2,UniRef90_V5IHR7
B7Q0V8,UniRef90_B7Q0V8
B7Q0W2,UniRef90_B7Q0W2
B7Q0W3,UniRef90_B7Q0W3
B7Q0W5,UniRef90_B7Q0W5
B7Q0W9,UniRef90_B7Q0W9
B7Q0X7,UniRef90_B7Q0X7
B7Q0Y7,UniRef90_B7Q0Y7
B7Q0Y9,UniRef90_B7Q0Y9
B7Q0Z4,UniRef90_B7Q0Z4
B7Q104,UniRef90_B7Q104
B7Q118,UniRef90_B7Q118
B7Q121,UniRef90_B7Q121
B7Q123,UniRef90_B7Q123
B7Q126,UniRef90_B7Q126
B7Q129,UniRef90_B7Q129
B7Q137,UniRef90_B7Q137
B7Q138,UniRef90_B7Q138
B7Q148,UniRef90_B7Q148
B7Q149,UniRef90_B7Q149
B7Q151,UniRef90_B7Q151
B7Q156,UniRef90_B7Q156
B7Q165,UniRef90_B7Q165
B7Q166,UniRef90_B7Q166
B7Q167,UniRef90_B7Q167
B7Q170,UniRef90_B7Q170
B7Q184,UniRef90_B7Q184
B7Q185,UniRef90_B7Q185
B7Q187,UniRef90_B7Q187
B7Q193,UniRef90_B7Q193
B7Q198,UniRef90_B7Q198
B7Q1A2,UniRef90_B7Q1A2
B7Q1A7,UniRef90_B7Q1A7
B7Q1B1,UniRef90_B7Q1B1
B7Q1C0,UniRef90_B7Q1C0
B7Q1C7,UniRef90_B7Q1C7
B7Q1C8,UniRef90_B7Q1C8
B7Q1D4,UniRef90_B7Q1D4
B7Q1E9,UniRef90_B7Q1E9
B7Q1G9,UniRef90_B7Q1G9
B7Q1H6,UniRef90_B7Q1H6
B7Q1H9,UniRef90_B7Q1H9
B7Q1I1,UniRef90_B7Q1I1
B7Q1J1,UniRef90_B7Q1J1
B7Q1J2,UniRef90_B7Q1J2
B7Q1J3,UniRef90_B7Q1J3
B7Q1J4,UniRef90_B7Q1J4
B7Q1J5,UniRef90_B7Q1J5
B7Q1J6,UniRef90_B7Q1J6
B7Q1J7,UniRef90_B7Q1J7
B7Q1K6,UniRef90_B7Q1K6
B7Q1L2,UniRef90_B7Q1L2
B7Q1L4,UniRef90_B7Q1L4
B7Q1L6,UniRef90_B7Q1L6
B7Q1L8,UniRef90_B7Q1L8
B7Q1L9,UniRef90_B7Q1L9
B7Q1M0,UniRef90_B7Q1M0
B7Q1N5,UniRef90_B7Q1N5
B7Q1N6,UniRef90_B7Q1N6
B7Q1P2,UniRef90_B7Q1P2
B7Q1P7,UniRef90_B7Q1P7
B7Q1P8,UniRef90_B7Q1P8
B7Q1R8,UniRef90_B7Q1R8
B7Q1S3,UniRef90_B7Q1S3
B7Q1T0,UniRef90_B7Q1T0
B7Q1T4,UniRef90_B7Q1T4
B7Q1T6,UniRef90_B7Q1T6
B7Q1T8,UniRef90_B7Q1T8
B7Q1T9,UniRef90_B7Q1T9
B7Q1V9,UniRef90_B7Q1V9
B7Q1W7,UniRef90_B7Q1W7
B7Q1X8,UniRef90_B7Q1X8
B7Q1Y5,UniRef90_B7Q1Y5
B7Q1Z1,UniRef90_B7Q1Z1
B7Q1Z2,UniRef90_B7Q1Z2
B7Q1Z6,UniRef90_B7Q1Z6
B7Q1Z8,UniRef90_B7Q1Z8
B7Q201,UniRef90_B7Q201
B7Q205,UniRef90_B7Q205
B7Q208,UniRef90_B7Q208
B7Q213,UniRef90_B7Q213
B7Q216,UniRef90_B7Q216
B7Q219,UniRef90_B7Q219
B7Q222,UniRef90_B7Q222
B7Q225,UniRef90_B7Q225
B7Q230,UniRef90_B7Q230
B7Q232,UniRef90_B7Q232
B7Q236,UniRef90_B7Q236
B7Q238,UniRef90_B7Q238
B7Q239,UniRef90_B7Q239
B7Q256,UniRef90_B7Q256
B7Q258,UniRef90_B7Q258
B7Q260,UniRef90_B7Q260
B7Q266,UniRef90_B7Q266
B7Q268,UniRef90_B7Q268
B7Q273,UniRef90_B7Q273
B7Q280,UniRef90_B7Q280
B7Q2A5,UniRef90_B7Q2A5
B7Q2B4,UniRef90_B7Q2B4
B7Q2B5,UniRef90_B7Q2B5
B7Q2B7,UniRef90_B7Q2B7
B7Q2C7,UniRef90_B7Q2C7
B7Q2D3,UniRef90_B7Q2D3
B7Q2E0,UniRef90_B7Q2E0
B7Q2E6,UniRef90_B7Q2E6
B7Q2E7,UniRef90_B7Q2E7
B7Q2F0,UniRef90_B7Q2F0
B7Q2F1,UniRef90_B7Q2F1
B7Q2F3,UniRef90_B7Q2F3
B7Q2G7,UniRef90_B7Q2G7
B7Q2H4,UniRef90_B7Q2H4
B7Q2H6,UniRef90_B7Q2H6
B7Q2I0,UniRef90_B7Q2I0
B7Q2I2,UniRef90_B7Q2I2
B7Q2I4,UniRef90_B7Q2I4
B7Q2I5,UniRef90_B7Q2I5
B7Q2K9,UniRef90_B7Q2K9
B7Q2L5,UniRef90_B7Q2L5
B7Q2L6,UniRef90_B7Q2L6
B7Q2M9,UniRef90_B7Q2M9
B7Q2N6,UniRef90_B7Q2N6
B7Q2N9,UniRef90_B7Q2N9
B7Q2P6,UniRef90_B7Q2P6
B7Q2Q4,UniRef90_B7Q2Q4
B7Q2Q7,UniRef90_B7Q2Q7
B7Q2Q8,UniRef90_B7Q2Q8
B7Q2R0,UniRef90_B7Q2R0
B7Q2R1,UniRef90_B7Q2R1
B7Q2R5,UniRef90_B7Q2R5
B7Q2R6,UniRef90_B7Q2R6
B7Q2S0,UniRef90_B7Q2S0
B7Q2S6,UniRef90_B7Q2S6
B7Q2T2,UniRef90_B7Q2T2
B7Q2T3,UniRef90_B7Q2T3
B7Q2T8,UniRef90_B7Q2T8
B7Q2U1,UniRef90_B7Q2U1
B7Q2U2,UniRef90_B7Q2U2
B7Q2U4,UniRef90_B7Q2U4
B7Q2U5,UniRef90_B7Q2U5
B7Q2U9,UniRef90_B7Q2U9
B7Q2W3,UniRef90_B7Q2W3
B7Q2X4,UniRef90_B7Q2X4
B7Q2Y1,UniRef90_B7Q2Y1
B7Q2Y5,UniRef90_B7Q2Y5
B7Q301,UniRef90_B7Q301
B7Q306,UniRef90_B7Q306
B7Q310,UniRef90_B7Q310
B7Q311,UniRef90_B7Q311
B7Q317,UniRef90_B7Q317
B7Q327,UniRef90_A0A023FHH3
B7Q333,UniRef90_B7Q333
B7Q348,UniRef90_B7Q348
B7Q350,UniRef90_B7Q350
B7Q353,UniRef90_B7Q353
B7Q356,UniRef90_B7Q356
B7Q358,UniRef90_B7Q358
B7Q359,UniRef90_B7Q359
B7Q366,UniRef90_B7Q366
B7Q368,UniRef90_B7Q368
B7Q371,UniRef90_B7Q371
B7Q372,UniRef90_B7Q372
B7Q376,UniRef90_B7Q376
B7Q377,UniRef90_B7Q377
B7Q378,UniRef90_B7Q378
B7Q379,UniRef90_B7Q379
B7Q381,UniRef90_B7Q381
B7Q384,UniRef90_B7Q384
B7Q388,UniRef90_B7Q388
B7Q3A1,UniRef90_B7Q3A1
B7Q3A6,UniRef90_B7Q3A6
B7Q3B7,UniRef90_B7Q3B7
B7Q3C4,UniRef90_B7Q3C4
B7Q3C8,UniRef90_B7Q3C8
B7Q3D6,UniRef90_B7Q3D6
B7Q3E3,UniRef90_B7Q3E3
B7Q3E5,UniRef90_B7Q3E5
B7Q3E7,UniRef90_B7Q3E7
B7Q3F9,UniRef90_B7Q3F9
B7Q3H8,UniRef90_B7Q3H8
B7Q3I4,UniRef90_B7Q3I4
B7Q3J4,UniRef90_B7Q3J4
B7Q3J5,UniRef90_B7Q3J5
B7Q3J7,UniRef90_B7Q3J7
B7Q3K6,UniRef90_B7Q3K6
B7Q3L3,UniRef90_B7Q3L3
B7Q3L7,UniRef90_B7Q3L7
B7Q3L8,UniRef90_B7Q3L8
B7Q3M3,UniRef90_B7Q3M3
B7Q3N4,UniRef90_B7Q3N4
B7Q3P5,UniRef90_B7Q3P5
B7Q3P7,UniRef90_B7Q3P7
B7Q3P9,UniRef90_B7Q3P9
B7Q3R6,UniRef90_B7Q3R6
B7Q3S1,UniRef90_B7Q3S1
B7Q3S2,UniRef90_B7Q3S2
B7Q3S6,UniRef90_B7Q3S6
B7Q3S7,UniRef90_B7Q3S7
B7Q3S8,UniRef90_B7Q3S8
B7Q3S9,UniRef90_B7Q3S9
B7Q3T0,UniRef90_B7Q3T0
B7Q3T5,UniRef90_B7Q3T5
B7Q3T8,UniRef90_B7Q3T8
B7Q3U9,UniRef90_B7Q3U9
B7Q3V2,UniRef90_B7Q3V2
B7Q3V3,UniRef90_B7Q3V3
B7Q3V7,UniRef90_B7Q3V7
B7Q3W1,UniRef90_B7Q3W1
B7Q3W2,UniRef90_B7Q3W2
B7Q3W4,UniRef90_B7Q3W4
B7Q3W6,UniRef90_B7Q3W6
B7Q3Y1,UniRef90_B7Q3Y1
B7Q401,UniRef90_B7Q401
B7Q403,UniRef90_B7Q403
B7Q406,UniRef90_B7Q406
B7Q408,UniRef90_B7Q408
B7Q409,UniRef90_B7Q409
B7Q411,UniRef90_B7Q411
B7Q412,UniRef90_B7Q412
B7Q418,UniRef90_B7Q418
B7Q420,UniRef90_B7Q420
B7Q425,UniRef90_B7Q425
B7Q426,UniRef90_B7Q426
B7Q429,UniRef90_B7Q429
B7Q431,UniRef90_B7Q431
B7Q438,UniRef90_B7Q438
B7Q439,UniRef90_B7Q439
B7Q443,UniRef90_B7Q443
B7Q448,UniRef90_B7Q448
B7Q450,UniRef90_B7Q450
B7Q456,UniRef90_B7Q456
B7Q468,UniRef90_B7Q468
B7Q469,UniRef90_B7Q469
B7Q491,UniRef90_B7Q491
B7Q493,UniRef90_B7Q493
B7Q494,UniRef90_B7Q494
B7Q496,UniRef90_B7Q496
B7Q498,UniRef90_B7Q498
B7Q4A2,UniRef90_B7Q4A2
B7Q4A5,UniRef90_B7Q4A5
B7Q4A6,UniRef90_B7Q4A6
B7Q4A8,UniRef90_B7Q4A8
B7Q4B2,UniRef90_V5HHZ0
B7Q4C3,UniRef90_B7Q4C3
B7Q4C7,UniRef90_B7Q4C7
B7Q4C8,UniRef90_B7Q4C8
B7Q4C9,UniRef90_B7Q4C9
B7Q4D1,UniRef90_B7Q4D1
B7Q4E3,UniRef90_B7Q4E3
B7Q4E4,UniRef90_B7Q4E4
B7Q4E5,UniRef90_B7Q4E5
B7Q4F3,UniRef90_B7Q4F3
B7Q4G0,UniRef90_B7Q4G0
B7Q4G1,UniRef90_B7Q4G1
B7Q4G5,UniRef90_B7Q4G5
B7Q4H3,UniRef90_B7Q4H3
B7Q4H9,UniRef90_B7Q4H9
B7Q4I8,UniRef90_B7Q4I8
B7Q4I9,UniRef90_B7Q4I9
B7Q4J3,UniRef90_B7Q4J3
B7Q4J4,UniRef90_B7Q4J4
B7Q4J6,UniRef90_B7Q4J6
B7Q4L0,UniRef90_B7Q4L0
B7Q4L1,UniRef90_B7Q4L1
B7Q4L2,UniRef90_B7Q4L2
B7Q4L5,UniRef90_B7Q4L5
B7Q4M2,UniRef90_B7Q4M2
B7Q4Q1,UniRef90_B7Q4Q1
B7Q4Q2,UniRef90_V5IJZ3
B7Q4R2,UniRef90_B7Q4R2
B7Q4R3,UniRef90_B7Q4R3
B7Q4R5,UniRef90_B7Q4R5
B7Q4R7,UniRef90_B7Q4R7
B7Q4S0,UniRef90_B7Q4S0
B7Q4S9,UniRef90_B7Q4S9
B7Q4T6,UniRef90_B7Q4T6
B7Q4V6,UniRef90_B7Q4V6
B7Q4V9,UniRef90_B7Q4V9
B7Q4W5,UniRef90_B7Q4W5
B7Q4X8,UniRef90_C4YZL7
B7Q4Y0,UniRef90_B7Q4Y0
B7Q4Z1,UniRef90_B7Q4Z1
B7Q4Z8,UniRef90_B7Q4Z8
B7Q503,UniRef90_B7Q503
B7Q507,UniRef90_B7Q507
B7Q511,UniRef90_B7Q511
B7Q515,UniRef90_B7Q515
B7Q525,UniRef90_B7Q525
B7Q529,UniRef90_B7Q529
B7Q534,UniRef90_B7Q534
B7Q539,UniRef90_B7Q539
B7Q546,UniRef90_B7Q546
B7Q548,UniRef90_B7Q548
B7Q549,UniRef90_B7Q549
B7Q554,UniRef90_B7Q554
B7Q558,UniRef90_B7Q558
B7Q564,UniRef90_B7Q564
B7Q572,UniRef90_B7Q572
B7Q581,UniRef90_B7Q581
B7Q585,UniRef90_B7Q585
B7Q592,UniRef90_B7Q592
B7Q596,UniRef90_B7Q596
B7Q597,UniRef90_B7Q597
B7Q5C0,UniRef90_B7Q5C0
B7Q5C5,UniRef90_B7Q5C5
B7Q5C6,UniRef90_B7Q5C6
B7Q5D6,UniRef90_B7Q5D6
B7Q5D7,UniRef90_B7Q5D7
B7Q5E8,UniRef90_B7Q5E8
B7Q5F0,UniRef90_B7Q5F0
B7Q5F5,UniRef90_B7Q5F5
B7Q5G7,UniRef90_B7Q5G7
B7Q5G8,UniRef90_B7Q5G8
B7Q5G9,UniRef90_B7Q5G9
B7Q5I2,UniRef90_B7Q5I2
B7Q5I8,UniRef90_B7Q5I8
B7Q5J5,UniRef90_B7Q5J5
B7Q5J8,UniRef90_B7Q5J8
B7Q5K0,UniRef90_B7Q5K0
B7Q5K1,UniRef90_B7Q5K1
B7Q5K5,UniRef90_B7Q5K5
B7Q5L6,UniRef90_B7Q5L6
B7Q5M3,UniRef90_B7Q5M3
B7Q5M8,UniRef90_B7Q5M8
B7Q5N7,UniRef90_B7Q5N7
B7Q5N8,UniRef90_B7Q5N8
B7Q5P6,UniRef90_B7Q5P6
B7Q5P8,UniRef90_B7Q5P8
B7Q5Q0,UniRef90_B7Q5Q0
B7Q5Q7,UniRef90_P0CG48
B7Q5Q8,UniRef90_B7Q5Q8
B7Q5R7,UniRef90_B7Q5R7
B7Q5S8,UniRef90_B7Q5S8
B7Q5T0,UniRef90_B7Q5T0
B7Q5U1,UniRef90_B7Q5U1
B7Q5U3,UniRef90_B7Q5U3
B7Q5V2,UniRef90_B7Q5V2
B7Q5W0,UniRef90_B7Q5W0
B7Q5X1,UniRef90_B7Q5X1
B7Q5X4,UniRef90_B7Q5X4
B7Q5X5,UniRef90_B7Q5X5
B7Q5X7,UniRef90_B7Q5X7
B7Q5X8,UniRef90_B7Q5X8
B7Q5Y4,UniRef90_B7Q5Y4
B7Q5Y8,UniRef90_B7Q5Y8
B7Q5Z9,UniRef90_B7Q5Z9
B7Q602,UniRef90_B7Q602
B7Q605,UniRef90_B7Q605
B7Q609,UniRef90_B7Q609
B7Q610,UniRef90_B7Q610
B7Q614,UniRef90_B7Q614
B7Q615,UniRef90_B7Q615
B7Q617,UniRef90_B7Q617
B7Q619,UniRef90_B7Q619
B7Q624,UniRef90_B7Q624
B7Q626,UniRef90_B7Q626
B7Q634,UniRef90_B7Q634
B7Q638,UniRef90_B7Q638
B7Q644,UniRef90_B7Q644
B7Q649,UniRef90_B7Q649
B7Q655,UniRef90_B7Q655
B7Q666,UniRef90_B7Q666
B7Q669,UniRef90_B7Q669
B7Q682,UniRef90_B7Q682
B7Q686,UniRef90_B7Q686
B7Q689,UniRef90_B7Q689
B7Q690,UniRef90_B7Q690
B7Q695,UniRef90_B7Q695
B7Q699,UniRef90_B7Q699
B7Q6A7,UniRef90_B7Q6A7
B7Q6A9,UniRef90_B7Q6A9
B7Q6B0,UniRef90_B7Q6B0
B7Q6B7,UniRef90_B7Q6B7
B7Q6B9,UniRef90_B7Q6B9
B7Q6C7,UniRef90_B7Q6C7
B7Q6C8,UniRef90_B7Q6C8
B7Q6E5,UniRef90_B7Q6E5
B7Q6F1,UniRef90_B7Q6F1
B7Q6G4,UniRef90_B7Q6G4
B7Q6G5,UniRef90_B7Q6G5
B7Q6H1,UniRef90_B7Q6H1
B7Q6H2,UniRef90_B7Q6H2
B7Q6I0,UniRef90_B7Q6I0
B7Q6I7,UniRef90_B7Q6I7
B7Q6K4,UniRef90_B7Q6K4
B7Q6K5,UniRef90_B7Q6K5
B7Q6K6,UniRef90_B7Q6K6
B7Q6K7,UniRef90_B7Q6K7
B7Q6K8,UniRef90_B7Q6K8
B7Q6M5,UniRef90_B7Q6M5
B7Q6M8,UniRef90_B7Q6M8
B7Q6N2,UniRef90_B7Q6N2
B7Q6N7,UniRef90_B7Q6N7
B7Q6P0,UniRef90_B7Q6P0
B7Q6P3,UniRef90_B7Q6P3
B7Q6P4,UniRef90_B7Q6P4
B7Q6P9,UniRef90_B7Q6P9
B7Q6Q8,UniRef90_B7Q6Q8
B7Q6R4,UniRef90_B7Q6R4
B7Q6R5,UniRef90_B7Q6R5
B7Q6R7,UniRef90_B7Q6R7
B7Q6T0,UniRef90_B7Q6T0
B7Q6T2,UniRef90_B7Q6T2
B7Q6T4,UniRef90_B7Q6T4
B7Q6T6,UniRef90_B7Q6T6
B7Q6T8,UniRef90_B7Q6T8
B7Q6U5,UniRef90_B7Q6U5
B7Q6U7,UniRef90_B7Q6U7
B7Q6V1,UniRef90_B7Q6V1
B7Q6V3,UniRef90_B7Q6V3
B7Q6V7,UniRef90_B7Q6V7
B7Q6V9,UniRef90_B7Q6V9
B7Q6W6,UniRef90_B7Q6W6
B7Q6W7,UniRef90_B7Q6W7
B7Q6W8,UniRef90_B7Q6W8
B7Q6X8,UniRef90_B7Q6X8
B7Q6X9,UniRef90_B7Q6X9
B7Q6Y4,UniRef90_B7Q6Y4
B7Q6Y9,UniRef90_B7Q6Y9
B7Q6Z7,UniRef90_B7Q6Z7
B7Q703,UniRef90_B7Q703
B7Q718,UniRef90_B7Q718
B7Q726,UniRef90_B7Q726
B7Q735,UniRef90_B7Q735
B7Q739,UniRef90_B7Q739
B7Q746,UniRef90_B7Q746
B7Q749,UniRef90_B7Q749
B7Q751,UniRef90_B7Q751
B7Q756,UniRef90_B7Q756
B7Q765,UniRef90_B7Q765
B7Q774,UniRef90_B7Q774
B7Q777,UniRef90_B7Q777
B7Q7A0,UniRef90_B7Q7A0
B7Q7A1,UniRef90_B7Q7A1
B7Q7A7,UniRef90_B7Q7A7
B7Q7B5,UniRef90_B7Q7B5
B7Q7C0,UniRef90_B7Q7C0
B7Q7C1,UniRef90_B7Q7C1
B7Q7D0,UniRef90_B7Q7D0
B7Q7D5,UniRef90_B7Q7D5
B7Q7E2,UniRef90_B7Q7E2
B7Q7E9,UniRef90_B7Q7E9
B7Q7F1,UniRef90_B7Q7F1
B7Q7G7,UniRef90_B7Q7G7
B7Q7H0,UniRef90_B7Q7H0
B7Q7H4,UniRef90_B7QAR5
B7Q7H8,UniRef90_B7Q7H8
B7Q7I8,UniRef90_B7Q7I8
B7Q7I9,UniRef90_B7Q7I9
B7Q7J2,UniRef90_B7Q7J2
B7Q7K3,UniRef90_B7Q7K3
B7Q7K4,UniRef90_B7Q7K4
B7Q7K5,UniRef90_B7Q7K5
B7Q7K8,UniRef90_B7Q7K8
B7Q7L5,UniRef90_B7Q7L5
B7Q7M5,UniRef90_B7Q7M5
B7Q7M6,UniRef90_B7Q7M6
B7Q7N2,UniRef90_B7Q7N2
B7Q7N5,UniRef90_B7Q7N5
B7Q7N6,UniRef90_B7Q7N6
B7Q7P3,UniRef90_B7Q7P3
B7Q7P7,UniRef90_B7Q7P7
B7Q7R0,UniRef90_B7Q7R0
B7Q7R4,UniRef90_B7Q7R4
B7Q7S8,UniRef90_B7Q7S8
B7Q7S9,UniRef90_B7Q7S9
B7Q7T6,UniRef90_B7Q7T6
B7Q7T7,UniRef90_B7Q7T7
B7Q7U9,UniRef90_B7Q7U9
B7Q7V3,UniRef90_B7Q7V3
B7Q7W9,UniRef90_B7Q7W9
B7Q7X0,UniRef90_B7Q7X0
B7Q7X2,UniRef90_B7Q7X2
B7Q7X4,UniRef90_B7Q7X4
B7Q7X8,UniRef90_B7Q7X8
B7Q7Y2,UniRef90_B7Q7Y2
B7Q7Y3,UniRef90_B7Q7Y3
B7Q7Z9,UniRef90_B7Q7Z9
B7Q800,UniRef90_B7Q800
B7Q803,UniRef90_B7Q803
B7Q808,UniRef90_B7Q808
B7Q813,UniRef90_B7Q813
B7Q814,UniRef90_B7Q814
B7Q817,UniRef90_B7Q817
B7Q833,UniRef90_B7Q833
B7Q834,UniRef90_B7Q834
B7Q839,UniRef90_B7Q839
B7Q847,UniRef90_B7Q847
B7Q852,UniRef90_B7Q852
B7Q863,UniRef90_B7Q863
B7Q864,UniRef90_B7Q864
B7Q868,UniRef90_B7Q868
B7Q872,UniRef90_B7Q872
B7Q873,UniRef90_B7Q873
B7Q880,UniRef90_B7Q880
B7Q885,UniRef90_B7Q885
B7Q886,UniRef90_B7Q886
B7Q887,UniRef90_B7Q887
B7Q889,UniRef90_B7Q889
B7Q898,UniRef90_B7Q898
B7Q899,UniRef90_B7Q899
B7Q8A5,UniRef90_B7Q8A5
B7Q8B7,UniRef90_B7Q8B7
B7Q8C3,UniRef90_B7Q8C3
B7Q8E3,UniRef90_B7Q8E3
B7Q8F0,UniRef90_B7Q8F0
B7Q8F6,UniRef90_B7Q8F6
B7Q8G4,UniRef90_B7Q8G4
B7Q8I0,UniRef90_B7Q8I0
B7Q8I8,UniRef90_B7Q8I8
B7Q8K1,UniRef90_B7Q8K1
B7Q8K2,UniRef90_B7Q8K2
B7Q8K9,UniRef90_B7Q8K9
B7Q8N5,UniRef90_B7Q8N5
B7Q8N9,UniRef90_B7Q8N9
B7Q8P2,UniRef90_B7Q8P2
B7Q8P5,UniRef90_B7Q8P5
B7Q8Q4,UniRef90_B7Q8Q4
B7Q8S0,UniRef90_Q1HRB0
B7Q8S1,UniRef90_B7Q8S1
B7Q8S3,UniRef90_B7Q8S3
B7Q8T1,UniRef90_B7Q8T1
B7Q8U7,UniRef90_B7Q8U7
B7Q8V9,UniRef90_B7Q8V9
B7Q8W3,UniRef90_B7Q8W3
B7Q8W5,UniRef90_B7Q8W5
B7Q8W7,UniRef90_B7Q8W7
B7Q8W8,UniRef90_B7Q8W8
B7Q8X0,UniRef90_B7Q8X0
B7Q8X6,UniRef90_B7Q8X6
B7Q8X8,UniRef90_B7Q8X8
B7Q8Y1,UniRef90_B7Q8Y1
B7Q8Y2,UniRef90_B7Q8Y2
B7Q8Y4,UniRef90_B7Q8Y4
B7Q8Z1,UniRef90_B7Q8Z1
B7Q8Z2,UniRef90_B7Q8Z2
B7Q8Z4,UniRef90_B7Q8Z4
B7Q903,UniRef90_B7Q903
B7Q911,UniRef90_B7Q911
B7Q916,UniRef90_B7Q916
B7Q917,UniRef90_B7Q917
B7Q923,UniRef90_B7Q923
B7Q927,UniRef90_B7Q927
B7Q929,UniRef90_B7Q929
B7Q935,UniRef90_B7Q935
B7Q938,UniRef90_B7Q938
B7Q954,UniRef90_B7Q954
B7Q974,UniRef90_B7Q974
B7Q976,UniRef90_B7Q976
B7Q982,UniRef90_B7Q982
B7Q989,UniRef90_B7Q989
B7Q990,UniRef90_B7Q990
B7Q992,UniRef90_B7Q992
B7Q995,UniRef90_B7Q995
B7Q996,UniRef90_B7Q996
B7Q9A2,UniRef90_B7Q9A2
B7Q9A3,UniRef90_B7Q9A3
B7Q9A6,UniRef90_B7Q9A6
B7Q9B3,UniRef90_B7Q9B3
B7Q9B7,UniRef90_B7Q9B7
B7Q9C6,UniRef90_B7Q9C6
B7Q9C8,UniRef90_B7Q9C8
B7Q9D0,UniRef90_B7Q9D0
B7Q9D8,UniRef90_B7Q9D8
B7Q9E3,UniRef90_B7Q9E3
B7Q9E6,UniRef90_B7Q9E6
B7Q9E7,UniRef90_B7Q9E7
B7Q9E9,UniRef90_B7Q9E9
B7Q9F5,UniRef90_B7Q9F5
B7Q9I1,UniRef90_B7Q9I1
B7Q9J3,UniRef90_B7Q9J3
B7Q9J6,UniRef90_B7Q9J6
B7Q9J7,UniRef90_B7Q9J7
B7Q9J8,UniRef90_B7Q9J8
B7Q9K3,UniRef90_B7Q9K3
B7Q9K5,UniRef90_B7Q9K5
B7Q9K7,UniRef90_B7Q869
B7Q9K9,UniRef90_B7Q9K9
B7Q9L1,UniRef90_B7Q9L1
B7Q9L7,UniRef90_B7Q9L7
B7Q9L8,UniRef90_B7Q9L8
B7Q9M2,UniRef90_B7Q9M2
B7Q9M8,UniRef90_B7Q9M8
B7Q9N3,UniRef90_B7Q9N3
B7Q9N6,UniRef90_B7Q9N6
B7Q9P9,UniRef90_B7Q9P9
B7Q9Q9,UniRef90_B7Q9Q9
B7Q9R0,UniRef90_B7Q9R0
B7Q9R1,UniRef90_B7Q9R1
B7Q9S2,UniRef90_B7Q9S2
B7Q9S7,UniRef90_B7Q9S7
B7Q9T0,UniRef90_B7Q9T0
B7Q9T1,UniRef90_B7Q9T1
B7Q9T7,UniRef90_B7Q9T7
