Orthogroup	Amblyomma_aureolatum	Ixodes_scapularis	Ornithodoros_erraticus	Ornithodoros_moubata	Ornithodoros_rostratus	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0006091	sp|Q2KIP8|HACD2_BOVIN					tr|G3MRY4|G3MRY4_AMBMU, tr|L7LSD5|L7LSD5_RHIPC, tr|L7ME53|L7ME53_RHIPC			
OG0006092	sp|O09053|WRN_MOUSE, sp|Q14191|WRN_HUMAN		XP_013772432.1	XP_013772432.1					
OG0006093	sp|P24081|AN_NPVOP, sp|P24731|AN_NPVAC				sp|P24081|AN_NPVOP				sp|P24081|AN_NPVOP
OG0006094	sp|P09768|KITH_CRIGR			KFM81162.1	sp|Q6MHW4|KITH_BDEBA				sp|P04047|KITH_CHICK
OG0006095	sp|Q8BGE5|FANCM_MOUSE			tr|B7PSI7|B7PSI7_IXOSC	sp|Q8BGE5|FANCM_MOUSE	tr|B7PSI7|B7PSI7_IXOSC			
OG0006096	sp|Q80ZV0|RNH2B_MOUSE		XP_014213353.1	XP_011350116.2					sp|Q28GD9|RNH2B_XENTR
OG0006097	sp|Q7Z333|SETX_HUMAN		tr|B7Q258|B7Q258_IXOSC	tr|B7Q258|B7Q258_IXOSC		tr|B7Q258|B7Q258_IXOSC			
OG0006098	sp|Q15274|NADC_HUMAN		XP_022671363.1	XP_022671363.1	sp|Q5I0M2|NADC_RAT				
OG0006099	sp|P32320|CDD_HUMAN			KFM63534.1	sp|P56389|CDD_MOUSE				sp|P32320|CDD_HUMAN
OG0006100	sp|Q0P5F9|AL8A1_BOVIN	JAB73948.1				tr|A0A023G956|A0A023G956_AMBTT			sp|Q9H2A2|AL8A1_HUMAN
OG0006101	sp|Q6ZQH8|NU188_MOUSE			XP_015918430.2	sp|Q6ZQH8|NU188_MOUSE				sp|Q6ZQH8|NU188_MOUSE
OG0006102	sp|Q52M93|Z585B_HUMAN, sp|Q5RB30|Z585B_PONAB				sp|Q5RB30|Z585B_PONAB				sp|Q5RDX1|Z585A_PONAB
OG0006103	sp|P0CB42|ALKB1_MOUSE		XP_023237210.1	tr|B7PUG0|B7PUG0_IXOSC	sp|Q13686|ALKB1_HUMAN				
OG0006104	sp|Q8T4N5|TSEP_GLOPP, sp|Q95P09|TSEP_GLOMM				sp|Q8T4N5|TSEP_GLOPP			sp|Q8T4N5|TSEP_GLOPP	
OG0006105	sp|P59055|CSRN3_MOUSE			tr|B7PAM4|B7PAM4_IXOSC	sp|Q8WYN3|CSRN3_HUMAN	tr|V5HDI4|V5HDI4_IXORI			
OG0006106	sp|Q9Y620|RA54B_HUMAN			XP_013777941.1, tr|B7PU00|B7PU00_IXOSC		tr|B7PU00|B7PU00_IXOSC			
OG0006107	sp|O75771|RA51D_HUMAN, sp|Q1ZXF0|RA51D_DICDI		tr|B7Q9B1|B7Q9B1_IXOSC	tr|B7Q9B1|B7Q9B1_IXOSC					
OG0006108	sp|Q24595|XPC_DROME		XP_023241598.1	tr|B7PFF9|B7PFF9_IXOSC		tr|B7PFF9|B7PFF9_IXOSC			
OG0006109	sp|Q9H1A4|APC1_HUMAN			XP_022255249.1, tr|B7QHE4|B7QHE4_IXOSC		tr|B7QHE4|B7QHE4_IXOSC			
OG0006110	sp|Q8QFR2|HIRA_XENLA		XP_023719983.1	RWS15627.1		tr|A0A090XF33|A0A090XF33_IXORI			
OG0006111	sp|Q5QJC2|DCR1C_CHICK		XP_023231250.1	XP_023231250.1					sp|Q8K4J0|DCR1C_MOUSE
OG0006112	sp|Q90679|THYN1_CHICK		tr|B7P2E2|B7P2E2_IXOSC	tr|B7P2E2|B7P2E2_IXOSC	sp|Q9P016|THYN1_HUMAN				
OG0006113	sp|A4IFH4|PSF1_BOVIN			XP_013781911.1		tr|L7M178|L7M178_RHIPC			sp|A4IFH4|PSF1_BOVIN
OG0006114	sp|Q6TDU1|MGMT_CANLF			tr|B7QAA9|B7QAA9_IXOSC	sp|P24528|MGMT_RAT				sp|P26187|MGMT_MOUSE
OG0006115	sp|Q4R180|ORC3_RAT, sp|Q9JK30|ORC3_MOUSE			XP_023219014.1		tr|B7PR91|B7PR91_IXOSC			
OG0006116	sp|P49916|DNLI3_HUMAN				sp|P49916|DNLI3_HUMAN	tr|B7PUQ5|B7PUQ5_IXOSC			sp|P49916|DNLI3_HUMAN
OG0006117	sp|Q07G10|ALKB8_XENTR			tr|B7QP17|B7QP17_IXOSC		tr|B7PR52|B7PR52_IXOSC			sp|Q07G10|ALKB8_XENTR
OG0006118	sp|O13067|CND2_XENLA		XP_023233569.1	XP_023233569.1	sp|Q8C156|CND2_MOUSE				
OG0006119	sp|Q7Z5K2|WAPL_HUMAN		XP_022238011.1	XP_022238011.1	sp|Q65Z40|WAPL_MOUSE				
OG0006120	sp|P24864|CCNE1_HUMAN			XP_013790446.1, tr|B7PD54|B7PD54_IXOSC		tr|L7MG50|L7MG50_RHIPC			
OG0006121	sp|Q641W4|RFC2_RAT				sp|Q9WUK4|RFC2_MOUSE	tr|L7LWV0|L7LWV0_RHIPC			sp|Q641W4|RFC2_RAT
OG0006122	sp|Q91628|ORC2_XENLA		tr|B7PMS7|B7PMS7_IXOSC	tr|B7PMS7|B7PMS7_IXOSC					sp|Q13416|ORC2_HUMAN
OG0006123	sp|Q9WUV0|ORC5_MOUSE		XP_013773554.1	XP_013773554.1, XP_021935719.1					
OG0006124	sp|A7YWS7|DPOE2_BOVIN			XP_022254667.1		tr|L7M4Q3|L7M4Q3_RHIPC			sp|O54956|DPOE2_MOUSE
OG0006125	sp|P33609|DPOLA_MOUSE, sp|Q9DE46|DPOLA_XENLA					tr|B7QFQ4|B7QFQ4_IXOSC			sp|P09884|DPOLA_HUMAN
OG0006126	sp|Q9UI95|MD2L2_HUMAN			tr|B7QKY5|B7QKY5_IXOSC		tr|A0A023GIL6|A0A023GIL6_AMBTT			sp|D3Z8D9|MD2L2_RAT
OG0006127	sp|P97931|UNG_MOUSE				sp|P13051|UNG_HUMAN	tr|L7M809|L7M809_RHIPC			sp|P97931|UNG_MOUSE
OG0006128	sp|Q9VAN6|SLBP_DROME			XP_022249663.1		tr|B7QCH1|B7QCH1_IXOSC			sp|P79943|SLBP1_XENLA
OG0006129	sp|Q13112|CAF1B_HUMAN			XP_022234987.1		tr|B7QN04|B7QN04_IXOSC			sp|Q9D0N7|CAF1B_MOUSE
OG0006130	sp|Q7ZYG5|MK16B_XENLA				sp|Q7ZYG5|MK16B_XENLA	tr|L7MJN6|L7MJN6_RHIPC			sp|Q1RML7|MAK16_BOVIN
OG0006131	sp|Q5H7C0|CDC20_PIG			XP_023225284.1		tr|A0A023FYK8|A0A023FYK8_AMBPA			sp|Q5H7C0|CDC20_PIG
OG0006132	sp|Q6GL41|MCM4_XENTR					tr|L7M3G2|L7M3G2_RHIPC		sp|Q6GL41|MCM4_XENTR	sp|Q6GL41|MCM4_XENTR
OG0006133	sp|P50532|SMC4_XENLA, sp|Q54LV0|SMC4_DICDI								sp|P50532|SMC4_XENLA, sp|Q9ERA5|SMC4_MICAR
OG0006134	sp|O60704|TPST2_HUMAN			tr|B7Q097|B7Q097_IXOSC	sp|Q9VYB7|TPST_DROME				sp|O60704|TPST2_HUMAN
OG0006135	sp|Q9PWA1|RGS20_CHICK		XP_023216197.1	XP_023216197.1		tr|L7MCQ3|L7MCQ3_RHIPC			
OG0006136	sp|Q6P4L6|PKHJ1_XENTR		XP_023232687.1	XP_023232687.1	sp|Q6P4L6|PKHJ1_XENTR				
OG0006137	sp|Q4KMP7|TB10B_HUMAN		tr|B7PEM0|B7PEM0_IXOSC	tr|B7PEM0|B7PEM0_IXOSC	sp|Q4KMP7|TB10B_HUMAN				
OG0006138	sp|Q6GLJ1|BTBDH_XENLA			KFM65591.1, PRD20879.1, XP_013777480.1					
OG0006139	sp|Q92845|KIFA3_HUMAN		KDR23691.1	EEC07431.1					sp|Q26626|KIFA3_STRPU
OG0006140	sp|Q24212|STNB_DROME			XP_023232384.1	sp|Q24212|STNB_DROME				sp|Q24212|STNB_DROME
OG0006141	sp|Q92543|SNX19_HUMAN			EEC05029.1	sp|Q92543|SNX19_HUMAN				sp|Q6P4T1|SNX19_MOUSE
OG0006142	sp|Q80V94|AP4E1_MOUSE		XP_022240771.1	XP_022240771.1					sp|Q80V94|AP4E1_MOUSE
OG0006143	sp|Q2HJ18|VP33B_BOVIN		tr|B7QDD3|B7QDD3_IXOSC	tr|B7QDD3|B7QDD3_IXOSC	sp|P59016|VP33B_MOUSE				
OG0006144	sp|Q4R6I6|SRP09_MACFA				sp|P49962|SRP09_MOUSE	tr|L7M2X8|L7M2X8_RHIPC		sp|P49962|SRP09_MOUSE	
OG0006145	sp|Q9V8K2|EXOC3_DROME				sp|Q9V8K2|EXOC3_DROME	tr|L7M1K4|L7M1K4_RHIPC			sp|Q9V8K2|EXOC3_DROME
OG0006146	sp|Q9CWT3|SNX10_MOUSE			XP_003743574.1		tr|L7MFE6|L7MFE6_RHIPC			sp|Q7SH92|SNX3_NEUCR
OG0006147	sp|Q8R5L3|VPS39_MOUSE		tr|B7PAI3|B7PAI3_IXOSC	tr|B7PAI3|B7PAI3_IXOSC					sp|Q8R5L3|VPS39_MOUSE
OG0006148	sp|Q9H1I8|ASCC2_HUMAN		tr|B7P9K7|B7P9K7_IXOSC	tr|B7P9K7|B7P9K7_IXOSC	sp|Q91WR3|ASCC2_MOUSE				
OG0006149	sp|Q9D3S3|SNX29_MOUSE			tr|B7P7I0|B7P7I0_IXOSC	sp|Q08DX0|SNX29_BOVIN	tr|B7P7I0|B7P7I0_IXOSC			
OG0006150	sp|Q91VW5|GOGA4_MOUSE				sp|Q5U4E6|GOGA4_RAT			sp|Q91VW5|GOGA4_MOUSE	sp|Q13439|GOGA4_HUMAN
OG0006151	sp|Q6P5I8|YIPF5_DANRE				sp|Q6P5I8|YIPF5_DANRE	tr|L7M4P5|L7M4P5_RHIPC			sp|Q66KA5|YIPF5_XENTR
OG0006152	sp|Q9Y2M2|SSUH2_HUMAN			EEC11576.1, XP_022254618.1	sp|Q9Y2M2|SSUH2_HUMAN				
OG0006153	sp|O60294|TYW4_HUMAN			tr|B7PPL2|B7PPL2_IXOSC		tr|B7PPL2|B7PPL2_IXOSC			sp|Q5XIA3|TYW4_RAT
OG0006154	sp|Q8BPT6|IMP2L_MOUSE				sp|Q6AZD4|IMP2L_DANRE	tr|L7LWS0|L7LWS0_RHIPC			sp|Q2KI92|IMP2L_BOVIN
OG0006155	sp|Q3ZC22|HSBP1_BOVIN				sp|Q5RDI2|HSBP1_PONAB			sp|Q3ZC22|HSBP1_BOVIN	sp|Q3ZC22|HSBP1_BOVIN
OG0006156	sp|Q43468|HSOP1_SOYBN				sp|Q9LNB6|HSOP1_ARATH			sp|Q43468|HSOP1_SOYBN	sp|Q43468|HSOP1_SOYBN
OG0006157	sp|P18709|VITA2_XENLA, sp|Q90508|VIT1_FUNHE				sp|P02845|VIT2_CHICK, sp|P87498|VIT1_CHICK				
OG0006158	sp|Q27081|CFB_TACTR			API81376.1	sp|Q27081|CFB_TACTR				sp|Q27081|CFB_TACTR
OG0006159	sp|Q3KRA9|ALKB6_HUMAN		tr|B7P5Y9|B7P5Y9_IXOSC	tr|B7P5Y9|B7P5Y9_IXOSC	sp|Q6IQE9|ALKB6_DANRE				
OG0006160	sp|O88696|CLPP_MOUSE					tr|G3MP33|G3MP33_AMBMU, tr|L7MKV2|L7MKV2_RHIPC			sp|O88696|CLPP_MOUSE
OG0006161	sp|Q3MQ24|ATG5_BOVIN		XP_023223087.1		sp|Q3MQ24|ATG5_BOVIN	tr|L7M5J6|L7M5J6_RHIPC			
OG0006162	sp|Q9Y256|FACE2_HUMAN		XP_013787337.1	XP_013787337.1	sp|Q9U1H8|FACE2_DROME				
OG0006163	sp|Q5F450|PAN2_CHICK			tr|B7PQ26|B7PQ26_IXOSC	sp|Q5F450|PAN2_CHICK	tr|B7PQ26|B7PQ26_IXOSC			
OG0006164	sp|Q5RAK3|RN180_PONAB		tr|B7QJ65|B7QJ65_IXOSC	tr|B7QJ65|B7QJ65_IXOSC		tr|L7LZ18|L7LZ18_RHIPC			
OG0006165	sp|B4HQ29|FBSP1_DROSE				sp|B4HQ29|FBSP1_DROSE	tr|L7M5X8|L7M5X8_RHIPC			sp|B4HQ29|FBSP1_DROSE
OG0006166	sp|B1AUE5|PEX10_MOUSE, sp|Q12161|PSH1_YEAST			tr|B7Q9K6|B7Q9K6_IXOSC					sp|B1AUE5|PEX10_MOUSE
OG0006167	sp|Q5XGC5|PSMG2_XENTR				sp|Q5XGC5|PSMG2_XENTR	tr|A0A023GJR2|A0A023GJR2_AMBTT			sp|Q5XGC5|PSMG2_XENTR
OG0006168	sp|D3ZVM4|LIN41_RAT		XP_013773301.2	XP_013780026.2	sp|F6QEU4|LIN41_XENTR				
OG0006169	sp|O15033|AREL1_HUMAN			XP_023236779.1	sp|O15033|AREL1_HUMAN				sp|O15033|AREL1_HUMAN
OG0006170	sp|Q8T8R1|Y3800_DROME				sp|Q8T8R1|Y3800_DROME			sp|Q8T8R1|Y3800_DROME	sp|Q8T8R1|Y3800_DROME
OG0006171	sp|Q9NS56|TOPRS_HUMAN				sp|Q80Z37|TOPRS_MOUSE				sp|Q80Z37|TOPRS_MOUSE, sp|Q9NS56|TOPRS_HUMAN
OG0006172	sp|P55853|SUMO_CAEEL				sp|P55853|SUMO_CAEEL	tr|L7M2W7|L7M2W7_RHIPC			sp|P55853|SUMO_CAEEL
OG0006173	sp|Q9H0Y0|ATG10_HUMAN		PSN37627.1	XP_023720173.1	sp|Q8R1P4|ATG10_MOUSE				
OG0006174	sp|P27426|VIE1_BHV4D				sp|P27426|VIE1_BHV4D, sp|P90489|MIR2_HHV8P				sp|P27426|VIE1_BHV4D
OG0006175	sp|Q32L65|MARH2_BOVIN, sp|Q68FA7|MARH3_XENTR			XP_021914251.1		tr|B7P749|B7P749_IXOSC			
OG0006176	sp|P25886|RL29_RAT, sp|Q58DW3|RL29_BOVIN	JAA72124.1				tr|C9W1Q0|C9W1Q0_RHISA			
OG0006177	sp|Q9JJY4|DDX20_MOUSE		tr|B7PI78|B7PI78_IXOSC	tr|B7PI78|B7PI78_IXOSC	sp|P0C218|DDX20_DANRE				
OG0006178	sp|Q2T9V8|DTD1_BOVIN				sp|Q9DD18|DTD1_MOUSE	tr|L7M2W5|L7M2W5_RHIPC			sp|Q2T9V8|DTD1_BOVIN
OG0006179	sp|Q9CQX8|RT36_MOUSE			RWS09650.1		tr|A0A023FBS5|A0A023FBS5_AMBCJ			sp|Q9CQX8|RT36_MOUSE
OG0006180	sp|Q9HBH1|DEFM_HUMAN				sp|Q9HBH1|DEFM_HUMAN	tr|L7M406|L7M406_RHIPC			sp|Q9HBH1|DEFM_HUMAN
OG0006181	sp|Q8WP23|BOLL_MACFA			XP_022239927.1	sp|Q8N9W6|BOLL_HUMAN	tr|V5HTP6|V5HTP6_IXORI			
OG0006182	sp|Q9H2P9|DPH5_HUMAN		tr|B7P2M4|B7P2M4_IXOSC	tr|B7P2M4|B7P2M4_IXOSC					sp|Q9H2P9|DPH5_HUMAN
OG0006183	sp|Q8VCZ8|RUSD1_MOUSE		tr|B7P2L1|B7P2L1_IXOSC	tr|B7P2L1|B7P2L1_IXOSC					sp|Q8VCZ8|RUSD1_MOUSE
OG0006184	sp|Q501Z5|GTPB3_DANRE, sp|Q5PQQ1|GTPB3_RAT					tr|L7MMS2|L7MMS2_RHIPC			sp|Q501Z5|GTPB3_DANRE
OG0006185	sp|A7SLX5|DPH1_NEMVE			tr|B7PGE2|B7PGE2_IXOSC	sp|Q6GPQ5|DPH1_XENLA				sp|A7SLX5|DPH1_NEMVE
OG0006186	sp|Q9VFJ2|RM11_DROME					tr|L7M6X6|L7M6X6_RHIPC		sp|Q9VFJ2|RM11_DROME	sp|Q9VFJ2|RM11_DROME
OG0006187	sp|Q0E959|RM34_DROME		KDR16128.1			tr|A0A023FES8|A0A023FES8_AMBCJ			sp|Q0E959|RM34_DROME
OG0006188	sp|Q9P0J6|RM36_HUMAN		tr|B7P5E5|B7P5E5_IXOSC			tr|L7M5I9|L7M5I9_RHIPC			sp|Q9P0J6|RM36_HUMAN
OG0006189	sp|Q0VC21|RM15_BOVIN					tr|L7M4N2|L7M4N2_RHIPC		sp|Q5ZKT8|RM15_CHICK	sp|Q0VC21|RM15_BOVIN
OG0006190	sp|Q9D8P4|RM17_MOUSE					tr|L7M704|L7M704_RHIPC		sp|Q9D8P4|RM17_MOUSE	sp|Q5RCA3|RM17_PONAB
OG0006191	sp|Q4PMD1|RL38_IXOSC			TrEMBL|Q09JT4|Release		tr|B7PAG6|B7PAG6_IXOSC		sp|Q4PMD1|RL38_IXOSC	
OG0006192	sp|A7TDZ8|MYO1_VANPO, sp|Q6C7C0|MYO1_YARLI				sp|A7TDZ8|MYO1_VANPO, sp|Q1DLP2|MYO1_COCIM				
OG0006193	sp|A1E9I3|RPOC2_HORVU, sp|A8Y9G2|RPOC2_LOLPR, sp|B0C385|RPOC2_ACAM1, sp|Q1KVX8|RPOC2_TETOB								
OG0006194	sp|Q10Q47|CYT7_ORYSJ, sp|Q41916|CYT5_ARATH				sp|Q10Q47|CYT7_ORYSJ, sp|Q6TPK4|CYT1_ACTDE				
OG0006195	sp|C0NQU6|UTP25_AJECG, sp|D1Z6B1|UTP25_SORMK, sp|O74974|UTP25_SCHPO, sp|Q9P749|UTP25_NEUCR								
OG0006196	sp|Q8NBR0|P5I13_HUMAN				sp|Q5F267|P5I13_MOUSE, sp|Q8NBR0|P5I13_HUMAN				sp|Q8NBR0|P5I13_HUMAN
OG0006197	sp|Q53TQ3|IN80D_HUMAN, sp|Q66JY2|IN80D_MOUSE				sp|Q53TQ3|IN80D_HUMAN				sp|Q566I1|IN80D_XENLA
OG0006198	sp|Q8H4D4|TYW23_ORYSJ		tr|B7PEI9|B7PEI9_IXOSC	tr|B7PEI9|B7PEI9_IXOSC	sp|Q4V8B8|TYW2_RAT				
OG0006199	sp|Q675C0|TR102_RAT, sp|Q67ET0|TA2R4_RAT, sp|Q7TQA5|T2R39_MOUSE				sp|Q7M718|TR124_MOUSE				
OG0006200	sp|Q31EE3|YIDD_HYDCU, sp|Q5MZ58|YIDD_SYNP6				sp|Q04XE1|YIDD_LEPBL, sp|Q2RP13|YIDD_RHORT				
OG0006201	sp|Q8K4C5|IL17C_MOUSE, sp|Q9H293|IL25_HUMAN				sp|Q8K4C5|IL17C_MOUSE, sp|Q9P0M4|IL17C_HUMAN				
OG0006202	sp|Q0VD31|FBXL4_BOVIN, sp|Q9UKA2|FBXL4_HUMAN			XP_022237954.1	sp|Q0VD31|FBXL4_BOVIN				
OG0006203	sp|A0ACX8|KATG_STRAM, sp|Q0S5Y0|KATG_RHOJR, sp|Q471D2|KATG1_CUPPJ, sp|Q6C7U1|CCPR3_YARLI								
OG0006204	sp|B7K0T5|MEND_RIPO1, sp|C0ZV17|MEND_RHOE4, sp|Q6HC26|MEND_BACHK, sp|Q6MHQ6|MEND_BDEBA								
OG0006205	sp|Q9QWF0|CAF1A_MOUSE			XP_023219494.1		tr|V5H8E2|V5H8E2_IXORI			sp|Q98TA5|CA1AA_XENLA
OG0006206	sp|O86841|DAPA2_STRCO, sp|Q5M8W9|HOGA1_XENTR				sp|Q5M8W9|HOGA1_XENTR	tr|B7PHS0|B7PHS0_IXOSC			
OG0006207	sp|O75081|MTG16_HUMAN			XP_023229050.1		tr|B7QL64|B7QL64_IXOSC, tr|L7MJN8|L7MJN8_RHIPC			
OG0006208	sp|P86148|RBP1_PLAF7, sp|Q00798|RBP1_PLAVB				sp|P86148|RBP1_PLAF7				sp|Q8IDX6|RBP2A_PLAF7
OG0006209	sp|Q5GFL6|VWA2_HUMAN		XP_013787705.1, XP_021001474.1	XP_013787705.1					
OG0006210	sp|Q9CR13|FMC1_MOUSE			XP_013781309.1	sp|Q9CR13|FMC1_MOUSE				sp|Q9CR13|FMC1_MOUSE
OG0006211	sp|A4RHN5|CHO2_MAGO7, sp|C5DGB6|CHO2_LACTC, sp|O74787|CHO2_SCHPO, sp|Q754G0|CHO2_ASHGO								
OG0006212	sp|O34313|NTPES_BACSU				sp|O34313|NTPES_BACSU			sp|O34313|NTPES_BACSU	sp|O34313|NTPES_BACSU
OG0006213	sp|Q3TLR7|DTL_MOUSE, sp|Q6GPU3|DTLB_XENLA, sp|Q6P1W0|DTL_XENTR			XP_022244355.1					
OG0006214	sp|P01266|THYG_HUMAN, sp|P01267|THYG_BOVIN, sp|Q05718|IBP6_BOVIN								sp|P06882|THYG_RAT
OG0006215	sp|P34576|MUA3_CAEEL				sp|O08746|MATN2_MOUSE, sp|Q21281|MUP4_CAEEL, sp|Q6UXI7|VITRN_HUMAN				
OG0006216	sp|Q05B54|TM134_BOVIN		XP_023215133.1	XP_013772553.1		tr|A0A090XE99|A0A090XE99_IXORI			
OG0006217	sp|P36110|PRY2_YEAST, sp|Q59ZX3|RBE1_CANAL							sp|P47032|PRY1_YEAST	sp|P47032|PRY1_YEAST
OG0006218	sp|P45386|IGA4_HAEIF, sp|Q9JMS5|YUAO_ECOLI, sp|Q9XD84|TIBA_ECOH1							sp|Q8VSL2|SEPA_SHIFL	
OG0006219	sp|P71485|EMBA_MYCAV, sp|Q50393|EMBC_MYCSM, sp|Q50394|EMBA_MYCSM, sp|Q9CDA8|EMBA_MYCLE								
OG0006220	sp|P28999|INU1_KLUMA, sp|P92916|GFT_ALLCE, sp|Q03174|FRUA_STRMU, sp|Q2UXF7|6FEH_WHEAT								
OG0006221	sp|Q1ZXH8|GXCDD_DICDI, sp|Q9H7P9|PKHG2_HUMAN			XP_021003391.1		tr|B7QMJ6|B7QMJ6_IXOSC			
OG0006222	sp|Q5THJ4|VP13D_HUMAN			XP_022245675.1	sp|Q5THJ4|VP13D_HUMAN				sp|Q5THJ4|VP13D_HUMAN
OG0006223	sp|O67000|LNT_AQUAE, sp|O83432|LNT2_TREPA, sp|P61037|LNT1_TREDE, sp|Q7V0G7|LNT_PROMP								
OG0006224	sp|O15091|MRPP3_HUMAN		XP_022239531.1	XP_022239531.1	sp|O15091|MRPP3_HUMAN				
OG0006225	sp|Q7Z407|CSMD3_HUMAN				sp|Q7Z407|CSMD3_HUMAN, sp|Q7Z408|CSMD2_HUMAN				sp|Q96PZ7|CSMD1_HUMAN
OG0006226	sp|P49415|SDC_DROME				sp|P49415|SDC_DROME			sp|P49415|SDC_DROME	sp|P49415|SDC_DROME
OG0006227	sp|P38166|SFT2_YEAST				sp|P38166|SFT2_YEAST	tr|L7M700|L7M700_RHIPC			sp|P38166|SFT2_YEAST
OG0006228	sp|Q66IJ4|PIGM_XENTR		tr|B7PCK7|B7PCK7_IXOSC	tr|B7PCK7|B7PCK7_IXOSC	sp|Q66IJ4|PIGM_XENTR				
OG0006229	sp|Q3U145|TMM64_MOUSE, sp|Q6YI46|TMM64_HUMAN				sp|Q6YI46|TMM64_HUMAN				sp|Q6YI46|TMM64_HUMAN
OG0006230	sp|B1XJL9|NU4C3_SYNP2, sp|Q6YXQ3|NU4C_PHYPA, sp|Q8M9U1|NU4C_CHAGL, sp|Q9B8C8|NU4M_CANAL								
OG0006231	sp|Q7Z7J7|LHPL4_HUMAN		XP_023228530.1	XP_023228530.1		tr|B7P3U5|B7P3U5_IXOSC			
OG0006232	sp|B1GZE4|PLSY_ENDTX, sp|B2G735|PLSY_LACRJ, sp|Q5FMI9|PLSY1_LACAC, sp|Q65J17|PLSY_BACLD								
OG0006233	sp|Q80T32|AGRD1_MOUSE			XP_022246261.1	sp|A6QLU6|AGRD1_BOVIN	tr|B7PPD1|B7PPD1_IXOSC			
OG0006234	sp|P43234|CATO_HUMAN		tr|B7P7I7|B7P7I7_IXOSC	tr|B7P7I7|B7P7I7_IXOSC	sp|Q8BM88|CATO_MOUSE				
OG0006235	sp|Q5RBU7|PCP_PONAB				sp|P42785|PCP_HUMAN	tr|L7M225|L7M225_RHIPC		sp|Q7TMR0|PCP_MOUSE	
OG0006236	sp|Q54TR1|CFAD_DICDI				sp|Q54TR1|CFAD_DICDI			sp|Q54TR1|CFAD_DICDI	sp|Q54TR1|CFAD_DICDI
OG0006237	sp|O76840|PPN1_CAEEL				sp|O76840|PPN1_CAEEL			sp|O76840|PPN1_CAEEL	sp|O76840|PPN1_CAEEL
OG0006238	sp|Q4FZU4|ATL4_RAT					tr|A0A023FF97|A0A023FF97_AMBCJ, tr|L7MBB3|L7MBB3_RHIPC		sp|Q80T21|ATL4_MOUSE	
OG0006239	sp|Q9H4Z3|CAPAM_HUMAN		XP_023223363.1	XP_023223363.1		tr|V5HRX8|V5HRX8_IXORI			
OG0006240	sp|Q5DTY9|KCD16_MOUSE, sp|Q6WVG3|KCD12_MOUSE		tr|B7QGC0|B7QGC0_IXOSC			tr|B7Q7J2|B7Q7J2_IXOSC			
OG0006241	sp|Q5FVQ7|F174A_RAT				sp|Q9D3L0|F174A_MOUSE	tr|L7LYN1|L7LYN1_RHIPC			sp|Q640B5|F174_XENLA
OG0006242	sp|B1H2T2|DIK2A_XENTR			tr|B7PFP4|B7PFP4_IXOSC	sp|B1H2T2|DIK2A_XENTR	tr|A0A023GP87|A0A023GP87_AMBTT			
OG0006243	sp|Q13387|JIP2_HUMAN		XP_023238977.1	XP_023238977.1	sp|Q9W0K0|JIP1_DROME				
OG0006244	sp|Q10S70|EXLA1_ORYSJ, sp|Q1ZYQ8|EXB10_MAIZE, sp|Q4PR48|EXP18_ORYSJ							sp|Q10T32|EXPB8_ORYSJ	
OG0006245	sp|B8ETN6|DNLJ_METSB, sp|C3LTL9|DNLJ_VIBCM, sp|Q1J0I6|DNLJ_DEIGD, sp|Q30QV9|DNLJ_SULDN								
OG0006246	sp|P55042|RAD_HUMAN, sp|P55043|RAD_RAT, sp|Q9WTY2|REM2_RAT				sp|P55041|GEM_MOUSE				
OG0006247	sp|Q1IBP1|URE2_PSEE4			tr|B7PFL5|B7PFL5_IXOSC	sp|P77837|URE1_BACSU	tr|V5IIS0|V5IIS0_IXORI			
OG0006248	sp|Q5RF77|CHFR_PONAB					tr|B7P4T3|B7P4T3_IXOSC, tr|L7LZ14|L7LZ14_RHIPC			sp|Q6NRG0|RNF8B_XENLA
OG0006249	sp|Q9P2H3|IFT80_HUMAN		XP_026289415.1	tr|B7P7E8|B7P7E8_IXOSC		tr|B7P7E8|B7P7E8_IXOSC			
OG0006250	sp|A1T3D2|HEM1_MYCVP, sp|A4SFJ7|HEM1_CHLPM, sp|C5B813|HEM1_EDWI9				sp|A2BJB7|HEM1_HYPBU				
OG0006251	sp|Q9R001|ATS5_MOUSE				sp|Q9R001|ATS5_MOUSE			sp|Q9UNA0|ATS5_HUMAN	sp|Q9R001|ATS5_MOUSE
OG0006252	sp|Q28I85|POC1A_XENTR, sp|Q2TBP4|POC1A_BOVIN			XP_023219171.1	sp|Q7ZVF0|POC1A_DANRE				
OG0006253	sp|Q7TN98|CPEB4_MOUSE			XP_015911200.1, tr|B7PXJ3|B7PXJ3_IXOSC	sp|Q7TN99|CPEB3_MOUSE				
OG0006254	sp|A4J675|MTAD_DESRM, sp|Q2IHZ6|HUTI_ANADE, sp|Q7MX82|HUTI_PORGI, sp|Q8A4B1|HUTI_BACTN								
OG0006255	sp|O08961|ZN423_RAT			XP_023215550.1		tr|B7PG42|B7PG42_IXOSC			sp|Q6NUD7|ZN521_XENLA
OG0006256	sp|A4VXK6|UPPP_STRSY, sp|Q82NI4|UPPP1_STRAW, sp|Q8A2U3|UPPP_BACTN, sp|Q8NQC3|UPPP_CORGL								
